SMILES,Marked Bonds,
[N-]=[N+]=N[C@@H]1c2cccnc2[C@H](O)CC[C@H]1c1cccc(F)c1F,"[(2, 3), (14, 15)]",
CC(C)[Si](O[C@@H]1CC[C@H](c2cccc(F)c2F)C(=O)c2cccnc21)(C(C)C)C(C)C,"[(8, 9)]",
O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCC(n2c(=O)[nH]c3ncccc32)CC1,"[(1, 12)]",
O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCC(n2c(=O)[nH]c3ncccc32)CC1,"[(1, 12), (16, 17), (17, 19)]",
CC(C)(C)OC(=O)N1CCC(n2c(=O)[nH]c3ncccc32)CC1,"[(12, 14), (11, 12)]",
CC(C)(C)OC(=O)N1CCC(n2c(=O)[nH]c3ncccc32)CC1,"[(12, 14), (11, 12), (14, 15)]",
CC(C)(C)OC(=O)N1CCC(n2c(=O)[nH]c3ncccc32)CC1,"[(14, 15), (12, 14), (11, 12), (10, 11)]",
[N-]=[N+]=N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F,"[(11, 12)]",
Cc1ccc(-c2ccc(C)cn2)nc1,"[(4, 5)]",
CN1C(=O)C[C@@H](O)C1=O,"[(7, 1), (1, 2)]",
CC(C)(C)C1OC(=O)[C@](c2ccccc2)(C2CCCC2)O1,"[(8, 15)]",
CC(C)(C)C1OC(=O)[C@](c2ccccc2)(C2CCCC2)O1,"[(8, 15), (20, 4), (4, 5)]",
CC(C)(C)C1OC(=O)[C@@H](c2ccccc2)O1,"[(15, 4), (4, 5)]",
CN1CC[C@@H](OC(=O)[C@](O)(c2ccccc2)C2CCCC2)C1,"[(5, 6)]",
O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,"[(2, 3)]",
O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,"[(2, 3), (6, 7)]",
O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,"[(2, 3), (6, 7), (11, 12)]",
Fc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1,"[(4, 5)]",
Fc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1,"[(4, 5), (9, 10)]",
Brc1ccc(OCCN2CCOCC2)cc1,"[(5, 6)]",
N#Cc1cccc(-n2nc(C(F)(F)F)cc2-c2ccco2)c1,"[(13, 5), (6, 7), (5, 6)]",
N#Cc1cccc([C@@H](NCC2CC2)c2ccc(F)c(NC(=O)c3cc(C(F)(F)F)nn3-c3cccc(CN)c3)c2)c1,"[(17, 18)]",
N#Cc1cccc([C@@H](NCC2CC2)c2ccc(F)c(NC(=O)c3cc(C(F)(F)F)nn3-c3cccc(CN)c3)c2)c1,"[(17, 18), (6, 7)]",
N#Cc1cccc([C@@H](NCC2CC2)c2ccc(F)c(N)c2)c1,"[(6, 7)]",
C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,"[(3, 4)]",
C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,"[(3, 4), (12, 13)]",
C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,"[(12, 13), (3, 4), (9, 1)]",
C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,"[(12, 13), (3, 4), (9, 1), (2, 3)]",
C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,"[(12, 13), (9, 1), (2, 3), (3, 4), (3, 9)]",
C[C@H]1CN[C@]12CCN(c1ncnc3[nH]ccc13)C2,"[(7, 8)]",
C[C@H]1CN[C@]12CCN(c1ncnc3[nH]ccc13)C2,"[(7, 8), (7, 17), (6, 7)]",
C[C@H]1CN[C@]12CCN(c1ncnc3[nH]ccc13)C2,"[(6, 7), (7, 17), (7, 8), (4, 1)]",
C[C@H]1CN[C@]12CCN(c1ncnc3[nH]ccc13)C2,"[(6, 7), (7, 17), (7, 8), (4, 1), (2, 3)]",
C[C@H]1CN[C@]12CCN(c1ncnc3[nH]ccc13)C2,"[(6, 7), (7, 17), (7, 8), (4, 1), (2, 3), (3, 4)]",
C[C@H]1CN(Cc2ccccc2)[C@]12CCNC2,"[(14, 15), (13, 14)]",
C[C@H]1CN(Cc2ccccc2)[C@]12CCNC2,"[(13, 14), (14, 15), (11, 1)]",
C[C@H]1CN(Cc2ccccc2)[C@]12CCNC2,"[(13, 14), (14, 15), (11, 1), (2, 3)]",
C[C@H]1CN(Cc2ccccc2)[C@]12CCNC2,"[(13, 14), (14, 15), (11, 1), (2, 3), (3, 11)]",
C[C@H]1C(=O)N(Cc2ccccc2)[C@]12CCOC2=O,"[(12, 1)]",
C[C@H]1C(=O)N(Cc2ccccc2)[C@]12CCOC2=O,"[(12, 1), (2, 4)]",
C[C@H]1C(=O)N(Cc2ccccc2)[C@]12CCOC2=O,"[(2, 4), (12, 1), (4, 12)]",
C[C@@H](Cl)C(=O)N(Cc1ccccc1)C1CCOC1=O,"[(3, 5)]",
C[C@@H](Cl)C(=O)N(Cc1ccccc1)C1CCOC1=O,"[(3, 5), (5, 13)]",
O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,"[(11, 12)]",
O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,"[(11, 12), (6, 7)]",
O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,"[(11, 12), (6, 7), (1, 2)]",
O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,"[(1, 2), (6, 7), (11, 12), (3, 4), (4, 5)]",
O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,"[(1, 2), (9, 10), (14, 15), (25, 26), (26, 3), (3, 4)]",
CCOC(=O)C(C)(C)CCCCCC(=O)CCCCCC(C)(C)C(=O)OCC,"[(12, 13), (13, 15)]",
CCOC(=O)C(C)(C)CCCCCC(=O)CCCCCC(C)(C)C(=O)OCC,"[(12, 13), (13, 15), (5, 8), (19, 20)]",
CCOC(=O)C(C)(C)CCCCCI,"[(5, 8)]",
COc1c(Cl)cc(C(=O)N2CSc3ccccc32)cc1Cl,"[(7, 9)]",
COc1c(Cl)cc(C(=O)N2CSc3ccccc32)cc1Cl,"[(7, 9), (10, 11), (9, 10)]",
c1ccc2c(c1)NCS2,"[(4, 5), (5, 6)]",
Clc1cc(Br)c(I)c(CBr)c1,"[(4, 5)]",
Clc1cc(Br)c(I)c(CBr)c1,"[(4, 5), (6, 7), (8, 9)]",
O=C(O)c1cc(Cl)cc(Br)c1I,"[(4, 5), (6, 7)]",
O=C1c2ncc(Br)cc2CCc2cc(Cl)cc(Br)c21,"[(18, 1)]",
O=C1c2ncc(Br)cc2CCc2cc(Cl)cc(Br)c21,"[(18, 1), (9, 10)]",
O=C1c2ncc(Br)cc2CCc2cc(Cl)cc(Br)c21,"[(18, 1), (9, 10), (1, 2)]",
CN(C(=O)c1ncc(Br)cc1CCc1cc(Cl)cc(Br)c1I)c1ccccc1,"[(11, 12)]",
CN(C(=O)c1ncc(Br)cc1CCc1cc(Cl)cc(Br)c1I)c1ccccc1,"[(11, 12), (2, 4)]",
Cc1cc(Br)cnc1C(=O)Nc1ccccc1,"[(7, 8)]",
NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,"[(8, 10)]",
NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,"[(8, 10), (13, 14)]",
CC(C)(C)OC(=O)N1CCC([C@H]2c3ncc(Br)cc3CCc3cc(Cl)cc(Br)c32)CC1,"[(10, 11)]",
CC1(C)COC2(CCc3c(/C(N)=N/O)cccc32)OC1,"[(14, 16)]",
CC1(C)COC2(CCc3c(/C(N)=N/O)cccc32)OC1,"[(14, 16), (5, 18), (4, 5)]",
CC1(C)COC2(CCc3c(C#N)cccc32)OC1,"[(5, 16), (4, 5)]",
CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC/C4=N\CCO)no2)cc1C#N,"[(19, 20)]",
CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC/C4=N\CCO)no2)cc1C#N,"[(19, 20), (25, 8), (8, 9)]",
CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCC43OCC(C)(C)CO3)no2)cc1C#N,"[(8, 9), (28, 8)]",
CC(C)(C)OC(=O)N1CCN(c2ncc(C(=O)c3ccc(F)cc3)cn2)CC1,"[(15, 17)]",
CC(C)(C)OC(=O)N1CCN(c2ncc(C(=O)c3ccc(F)cc3)cn2)CC1,"[(15, 17), (10, 11)]",
CC(C)(C)OC(=O)N1CCN(c2ncc(C(=O)O)cn2)CC1,"[(10, 11)]",
Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,"[(10, 11)]",
Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,"[(10, 11), (3, 4)]",
Cn1cc(-c2cc3c(Cl)ncnn3c2)cn1,"[(3, 4)]",
COc1ccc(COC(=O)[C@@H](N)Cc2ccccc2)c(OC)c1,"[(9, 10)]",
O=C1CCC(=O)N1C(O)C(Cl)Cc1ccc2ncccc2c1,"[(9, 10), (6, 7)]",
O=C1CCC(=O)N1C(O)C(Cl)Cc1ccc2ncccc2c1,"[(9, 10), (6, 7), (11, 12)]",
O=CCCc1ccc2ncccc2c1,"[(3, 4)]",
N#Cc1ccc(-c2cnc(N)nn2)cc1F,"[(6, 7)]",
N#Cc1ccc(-c2cnc(N)nn2)cc1F,"[(6, 7), (7, 8), (12, 13)]",
Nc1ncc(Br)nn1,"[(3, 4), (6, 7)]",
CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,"[(1, 2)]",
CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,"[(1, 2), (10, 11), (23, 24)]",
Nc1nnc(Cl)cc1Br,"[(7, 8)]",
Nc1nnc(Cl)cc1Br,"[(7, 8), (0, 1)]",
C[C@@H](Oc1cc(C(=O)O)nnc1N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)c1c(Cl)ccc(F)c1Cl,"[(22, 23)]",
C[C@@H](Oc1cc(C(=O)O)nnc1N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)c1c(Cl)ccc(F)c1Cl,"[(22, 23), (2, 3)]",
C[C@@H](Oc1cc(Cl)nnc1N)c1c(Cl)ccc(F)c1Cl,"[(2, 3)]",
C[C@@H]1CN(C(=O)c2ccc(NC(=O)c3cc(O[C@H](C)c4c(Cl)ccc(F)c4Cl)c(N)nn3)cc2)C[C@H](C)N1,"[(10, 11)]",
C[C@@H]1CN(C(=O)c2ccc(NC(=O)c3cc(O[C@H](C)c4c(Cl)ccc(F)c4Cl)c(N)nn3)cc2)C[C@H](C)N1,"[(10, 11), (3, 4)]",
C[C@@H]1CN(C(=O)c2ccc([N+](=O)[O-])cc2)C[C@H](C)N1,"[(3, 4)]",
[H][C@@]1(CO)CC2=CC(C)=C(OC)C(O)=C2[C@H](COCC2=CC=CC=C2)N1C(=O)OC(C)(C)C,"[(6, 7), (7, 17)]",
O=S(=O)(c1ccccc1)n1c(CN2CCOCC2)cc2c(Cl)c(C3OCCO3)cnc21,"[(10, 11)]",
O=S(=O)(c1ccccc1)n1c(CN2CCOCC2)cc2c(Cl)c(C3OCCO3)cnc21,"[(10, 11), (27, 23), (23, 24)]",
O=S(=O)(c1ccccc1)n1c(CN2CCOCC2)cc2c(Cl)c(C3OCCO3)cnc21,"[(27, 23), (23, 24), (10, 11), (1, 9)]",
O=S(=O)(c1ccccc1)n1c(CN2CCOCC2)cc2c(Cl)c(C3OCCO3)cnc21,"[(27, 23), (23, 24), (1, 9), (10, 11), (22, 23)]",
O=S(=O)(c1ccccc1)n1c(CN2CCOCC2)cc2c(Cl)c(C3OCCO3)cnc21,"[(1, 9), (10, 11), (22, 23), (27, 23), (23, 24), (20, 21)]",
O=S(=O)(c1ccccc1)n1ccc2c(Cl)c(C3OCCO3)cnc21,"[(20, 16), (16, 17)]",
O=S(=O)(c1ccccc1)n1ccc2c(Cl)c(C3OCCO3)cnc21,"[(20, 16), (16, 17), (1, 9)]",
O=S(=O)(c1ccccc1)n1ccc2c(Cl)c(C3OCCO3)cnc21,"[(1, 9), (20, 16), (16, 17), (15, 16)]",
O=S(=O)(c1ccccc1)n1ccc2c(Cl)c(C3OCCO3)cnc21,"[(15, 16), (20, 16), (16, 17), (1, 9), (13, 14)]",
O=Cc1cnc2c(ccn2S(=O)(=O)c2ccccc2)c1Cl,"[(11, 12)]",
O=Cc1cnc2c(ccn2S(=O)(=O)c2ccccc2)c1Cl,"[(1, 2), (11, 12)]",
O=Cc1cnc2c(ccn2S(=O)(=O)c2ccccc2)c1Cl,"[(1, 2), (11, 12)]",
O=Cc1cnc2c(ccn2S(=O)(=O)c2ccccc2)c1Cl,"[(1, 2), (11, 12), (7, 8)]",
O=Cc1cnc2[nH]ccc2c1Cl,"[(1, 2)]",
O=Cc1cnc2[nH]ccc2c1Cl,"[(1, 2), (10, 11)]",
CCNC(=O)N(Cc1cnc2c(cc(CN3CCOCC3)n2S(=O)(=O)c2ccccc2)c1Cl)c1c(F)c(OC)cc(OC)c1F,"[(3, 5)]",
CCNC(=O)N(Cc1cnc2c(cc(CN3CCOCC3)n2S(=O)(=O)c2ccccc2)c1Cl)c1c(F)c(OC)cc(OC)c1F,"[(3, 5), (5, 6)]",
COc1cc(OC)c(F)c(NCc2cnc3c(cc(CN4CCOCC4)n3S(=O)(=O)c3ccccc3)c2Cl)c1F,"[(10, 11)]",
CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,"[(3, 5)]",
CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,"[(3, 5), (2, 3), (1, 2)]",
CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,"[(3, 5), (2, 3), (1, 2), (22, 23)]",
CO[C@]1(C(=O)O)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,"[(1, 2), (2, 3)]",
CO[C@]1(C(=O)O)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,"[(1, 2), (2, 3), (8, 9)]",
Cc1cc(Nc2cc(C)[nH]n2)nc(C2CCC3(CC2)OCCO3)n1,"[(10, 11)]",
CCOC(=O)c1cnc(Cl)cc1Cl,"[(6, 7), (9, 10)]",
CCOC(=O)c1cnc(Cl)cc1Cl,"[(6, 7), (9, 10), (9, 11), (12, 5)]",
CCOC(=O)c1cnc(O)cc1O,"[(12, 5), (9, 11)]",
CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,"[(13, 14)]",
CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,"[(13, 14), (2, 3), (5, 24)]",
CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,"[(2, 3), (5, 24), (13, 14), (28, 29)]",
CCn1c(=O)c(-c2cc(N)c(F)cc2Br)cc2cnc(NC)cc21,"[(19, 20)]",
CCn1c(=O)c(-c2cc(N)c(F)cc2Br)cc2cnc(NC)cc21,"[(19, 20), (2, 3), (5, 15)]CCCOC(=O)c1cc2c(c(OC)n1)COC(=O)C2(O)CC","[(4, 6)]"
CCCOC(=O)c1cc2c(c(OC)n1)COC(=O)C2(O)CC,"[(4, 6), (14, 8)]",
C=CC1(CC)OC(=O)c2c1cc(Cl)nc2OC,"[(5, 6), (9, 2)]",
CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,"[(2, 3), (12, 13)]",
CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,"[(2, 3), (12, 13), (4, 5), (12, 3)]",
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(C(=O)OC(C)(C)C)=C1O,"[(12, 14), (22, 23)]",
COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,"[(12, 13)]",
COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,"[(12, 13), (16, 17)]",
COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,"[(12, 13), (16, 17), (30, 33), (28, 29)]",
COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,"[(19, 20), (16, 17), (30, 33), (28, 29), (12, 13)]",
CC(C)(O)COc1cc(-c2ccc(F)nc2)c2c(C#N)cnn2c1,"[(5, 6)]",
CC(C)(O)COc1cc(-c2ccc(F)nc2)c2c(C#N)cnn2c1,"[(5, 6), (15, 16)]",
CC(C)(O)COc1cc(-c2ccc(F)nc2)c2c(C#N)cnn2c1,"[(5, 6), (15, 16), (9, 10), (11, 14)]",
N#Cc1cnn2cc(Br)cc(-c3ccc(F)nc3)c12,"[(4, 5)]",
N#Cc1cnn2cc(Br)cc(-c3ccc(F)nc3)c12,"[(4, 5), (2, 3), (17, 18)]",
COc1cc(Br)cn2ncc(C#N)c12,"[(10, 13), (8, 9)]",
COC(=O)c1cc2c(ncn2C)c(F)c1Nc1ccc(Br)cc1Cl,"[(10, 11)]",
COC(=O)c1cc2c(ncn2C)c(F)c1Nc1ccc(Br)cc1Cl,"[(10, 11), (17, 18)]",
COC(=O)c1cc2c(ncn2C)c(F)c1Nc1ccc(Br)cc1Cl,"[(10, 11), (17, 18), (20, 21)]",
COC(=O)c1cc2c(ncn2C)c(F)c1Nc1ccc(Br)cc1Cl,"[(17, 18), (20, 21), (10, 11), (8, 9), (9, 10)]",
COC(=O)c1cc2c(ncn2C)c(F)c1Nc1ccc(Br)cc1Cl,"[(17, 18), (20, 21), (8, 9), (9, 10), (10, 11), (14, 15)]",
COC(=O)c1cc2c(ncn2C)c(F)c1Nc1ccc(Br)cc1Cl,"[(14, 15), (17, 18), (20, 21), (8, 9), (9, 10), (10, 11), (0, 1)]",
COC(=O)c1cc2c(ncn2C)c(F)c1Nc1ccc(Br)cc1Cl,"[(17, 18), (20, 21), (14, 15), (0, 1), (8, 9), (9, 10), (10, 11), (7, 8)]",
COC(=O)c1cc2c(ncn2C)c(F)c1Nc1ccc(Br)cc1Cl,"[(0, 1), (14, 15), (17, 18), (20, 21), (8, 9), (9, 10), (7, 8), (10, 11), (10, 6)]",
COC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl,"[(16, 17)]",
COC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl,"[(16, 17), (19, 20)]",
COC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl,"[(16, 17), (19, 20), (9, 10), (8, 9)]",
COC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl,"[(8, 9), (9, 10), (16, 17), (19, 20), (13, 14)]",
COC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl,"[(16, 17), (19, 20), (13, 14), (0, 1), (9, 10), (8, 9)]",
COC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl,"[(0, 1), (13, 14), (16, 17), (19, 20), (8, 9), (9, 10), (7, 8)]",
COC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl,"[(0, 1), (13, 14), (16, 17), (19, 20), (7, 8), (9, 10), (8, 9), (10, 6)]",
COC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1,"[(18, 19)]",
COC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1,"[(18, 19), (8, 9), (9, 10)]",
COC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1,"[(8, 9), (9, 10), (18, 19), (13, 14)]",
COC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1,"[(13, 14), (18, 19), (8, 9), (9, 10), (0, 1)]",
COC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1,"[(0, 1), (13, 14), (18, 19), (8, 9), (9, 10), (7, 8)]",
COC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1,"[(0, 1), (13, 14), (18, 19), (8, 9), (9, 10), (7, 8), (10, 6)]",
COC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccccc1,"[(8, 9), (9, 10)]",
COC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccccc1,"[(8, 9), (9, 10), (13, 14)]",
COC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccccc1,"[(8, 9), (9, 10), (13, 14), (0, 1)]",
COC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccccc1,"[(8, 9), (9, 10), (13, 14), (0, 1), (7, 8)]",
COC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccccc1,"[(7, 8), (8, 9), (9, 10), (0, 1), (13, 14), (10, 6)]",
COC(=O)c1cc([N+](=O)[O-])c(N)c(F)c1Nc1ccccc1,"[(14, 15)]",
COC(=O)c1cc([N+](=O)[O-])c(N)c(F)c1Nc1ccccc1,"[(14, 15), (0, 1)]",
COC(=O)c1cc([N+](=O)[O-])c(N)c(F)c1Nc1ccccc1,"[(14, 15), (0, 1), (10, 11)]",
COC(=O)c1cc([N+](=O)[O-])c(N)c(F)c1Nc1ccccc1,"[(0, 1), (14, 15), (10, 11), (6, 7)]",
COC(=O)c1cc([N+](=O)[O-])c(N)c(F)c1F,"[(0, 1)]",
COC(=O)c1cc([N+](=O)[O-])c(N)c(F)c1F,"[(0, 1), (10, 11)]",
COC(=O)c1cc([N+](=O)[O-])c(N)c(F)c1F,"[(0, 1), (10, 11), (6, 7)]",
Nc1c([N+](=O)[O-])cc(C(=O)O)c(F)c1F,"[(0, 1)]",
Nc1c([N+](=O)[O-])cc(C(=O)O)c(F)c1F,"[(0, 1), (2, 3)]",
O=C(O)c1cc([N+](=O)[O-])c(F)c(F)c1F,"[(5, 6)]",
C=COCCONC(=O)c1cc2c(ncn2C)c(F)c1Nc1ccc(Br)cc1Cl,"[(6, 7)]",
CN(C)CCNS(=O)(=O)Cc1cccc(N)c1,"[(5, 6)]",
Cc1cc2cc(Oc3ccnc(Nc4cccc(CS(=O)(=O)NCCN(C)C)c4)n3)ccc2[nH]1,"[(9, 10)]",
Cc1cc2cc(Oc3ccnc(Nc4cccc(CS(=O)(=O)NCCN(C)C)c4)n3)ccc2[nH]1,"[(9, 10), (6, 7)]",
Cc1cc2cc(Oc3ccnc(Cl)n3)ccc2[nH]1,"[(6, 7)]",
CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,"[(7, 9)]",
CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,"[(7, 9), (21, 22)]",
CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,"[(21, 22), (7, 9), (2, 36), (1, 2)]",
CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)O)c1C)C1CCOCC1,"[(11, 12)]",
CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)O)c1C)C1CCOCC1,"[(11, 12), (1, 2), (2, 26)]",
CCN(c1cc(Br)cc(C(=O)OC)c1C)C1CCOCC1,"[(2, 15), (1, 2)]",
CCN(c1cc(Br)cc(C(=O)OC)c1C)C1CCOCC1,"[(2, 15), (1, 2), (12, 13)]",
COC(=O)c1cc(Br)cc(N)c1C,"[(6, 7)]",
N#Cc1cccc(-c2ccc(=O)n(Cc3cccc(-c4ncc(Br)cn4)c3)n2)c1,"[(7, 8)]",
N#Cc1cccc(-c2ccc(=O)n(Cc3cccc(-c4ncc(Br)cn4)c3)n2)c1,"[(7, 8), (7, 22), (5, 6), (24, 25)]",
N#Cc1cccc(-c2ccc(=O)n(Cc3cccc(-c4ncc(Br)cn4)c3)n2)c1,"[(7, 8), (7, 22), (24, 25), (5, 6), (13, 14)]",
N#Cc1cccc(-c2ccc(=O)[nH]n2)c1,"[(5, 6), (7, 8), (10, 11)]",
OCc1cccc(-c2ncc(Br)cn2)c1,"[(6, 7)]",
CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,"[(5, 6)]CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1","[(3, 5)]"
CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,"[(3, 5), (27, 28)]",
CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,"[(3, 5), (27, 28), (9, 10), (10, 12)]",
CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,"[(27, 28), (9, 10), (10, 12), (3, 5), (32, 9)]",
CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,"[(32, 9), (9, 10), (10, 12), (27, 28), (3, 5), (31, 32), (27, 29)]",
CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,"[(31, 32), (32, 9), (9, 10), (10, 12), (27, 29), (27, 28), (3, 5), (12, 26)]",
Nc1ncnc2c1n(-c1ccc(Oc3ccccc3)cc1)c(=O)n2[C@@H]1CCNC1,"[(0, 1)]",
Nc1ncnc2c1n(-c1ccc(Oc3ccccc3)cc1)c(=O)n2[C@@H]1CCNC1,"[(0, 1), (13, 15), (7, 13)]",
Nc1ncnc2c1n(-c1ccc(Oc3ccccc3)cc1)c(=O)n2[C@@H]1CCNC1,"[(0, 1), (13, 15), (7, 13), (3, 7)]",
Nc1ncnc2c1n(-c1ccc(Oc3ccccc3)cc1)c(=O)n2[C@@H]1CCNC1,"[(13, 15), (7, 13), (3, 7), (0, 1), (6, 1), (3, 4)]",
Nc1ncnc2c1n(-c1ccc(Oc3ccccc3)cc1)c(=O)n2[C@@H]1CCNC1,"[(13, 15), (7, 13), (3, 7), (3, 4), (6, 1), (0, 1), (15, 2)]",
